"b_b_Intercept","b_trL_Intercept","b_trL_anom","shape","lprior","lp__"
0.687806128582501,0.236622619499129,0.294307731037351,9.61947445360033,-8.43488612252531,-94.4370187300883
1.10735350038787,0.127180199239547,0.330924630544153,12.5597227317295,-9.33279779672574,-94.669163905518
0.843027424686657,0.206434530328644,0.614315863377387,13.6536617133941,-9.01615745059697,-91.9550651805033
0.646873970694758,0.259589895569571,0.524111545750232,9.00664603723039,-8.33693573236717,-93.5215485753845
0.917460971663524,0.184506890858917,0.503333205963771,12.6215880081866,-9.01711996506991,-91.4313785264849
0.661401190427622,0.253019163917156,0.301048091798841,11.3894021931649,-8.59229371084758,-94.7534083631536
0.779981224400608,0.219874545822038,0.623106758978121,12.2198019244613,-8.82048864034627,-91.8436561996064
0.956247670561942,0.153931255770578,0.45461713684778,12.6531786778163,-9.11384210708566,-93.5054105995518
1.04208026707624,0.159093656892136,0.446395903070453,10.7214269932135,-9.00341968326283,-92.6984721439854
1.03688216109224,0.157503681122752,0.379352175806437,9.16947168495313,-8.82715651373688,-93.5966696695241
0.951396133428875,0.184026386949715,0.392997748004513,10.6545996249163,-8.85643629406805,-92.6865702673091
1.01462778775328,0.140889056671805,0.357614784272673,8.43641058992405,-8.75881802293721,-95.1250535736883
1.09293010817481,0.116993915090331,0.431524224138732,11.0067678783257,-9.22105403710946,-95.4729166639927
0.837783130890383,0.201250559557074,0.635444148505745,7.85854255835014,-8.41288861289275,-93.677925999344
0.907635106212251,0.173707292417423,0.615348091364745,13.6049837266554,-9.11854675534413,-92.9030802409161
0.625338926059258,0.250262219574879,0.513046638303436,12.1040371486448,-8.63736015392773,-92.8601451979892
0.894435877705698,0.212053802880706,0.575188444019826,10.2238018759254,-8.73876797311846,-93.6605598265851
0.935033888291397,0.161227572382495,0.308953830083211,8.89409629862045,-8.68001854170303,-94.8018527936631
0.633420236888284,0.239894986664512,0.244914446186655,10.3048094810336,-8.45271049327145,-96.2126616724899
0.795740287468404,0.228050677384268,0.562560364099686,16.7124687191289,-9.18159148494886,-94.2637132757003
